,Unnamed: 0,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
315,139,DeAndre' Bembry,2017,2022,F,6-5,210.0,"July 4, 1994",Saint Joseph's
316,140,Irv Bemoras,1954,1957,F-G,6-3,185.0,"November 18, 1930",Illinois
317,141,Leon Benbow,1975,1976,G,6-4,185.0,"July 23, 1950",Jacksonville University
318,142,Dragan Bender,2017,2020,F,7-0,225.0,"November 17, 1997",
319,143,Jonathan Bender,2000,2010,F,6-11,202.0,"January 30, 1981",
320,144,Jerrelle Benimon,2015,2015,F,6-8,245.0,"August 1, 1991","Georgetown, Towson University"
321,145,Benoit Benjamin,1986,2000,C,7-0,250.0,"November 22, 1964",Creighton
322,146,Corey Benjamin,1999,2003,G,6-6,200.0,"February 24, 1978",Oregon State
323,147,Anthony Bennett,2014,2017,F,6-8,245.0,"March 14, 1993",UNLV
324,148,Elmer Bennett,1995,1997,G,6-0,170.0,"February 13, 1970",Notre Dame
325,149,Mario Bennett,1996,2000,F,6-6,235.0,"August 1, 1973",Arizona State
326,150,Mel Bennett,1976,1982,F,6-7,200.0,"January 4, 1955",Pitt
327,151,Spider Bennett,1969,1969,G,6-3,190.0,"August 4, 1943",Winston-Salem State
328,152,Tony Bennett,1993,1995,G,6-0,175.0,"June 1, 1969",Green Bay
329,153,Winston Bennett,1990,1992,F,6-7,210.0,"February 9, 1965",Kentucky
330,154,David Benoit,1992,2001,F,6-8,220.0,"May 9, 1968",Alabama
331,155,Keith Benson,2012,2012,C,6-11,240.0,"August 13, 1988",Oakland
332,156,Kent Benson,1978,1988,C,6-10,235.0,"December 27, 1954",Indiana
333,157,Ben Bentil,2017,2017,F,6-9,235.0,"March 29, 1995",Providence
334,158,Gene Berce,1950,1950,G-F,5-11,175.0,"November 22, 1926",Marquette
335,159,Gary Bergen,1957,1957,C,6-8,210.0,"July 16, 1932",Utah
336,160,Larry Bergh,1970,1970,F,6-8,210.0,"April 2, 1945",Weber State
337,161,Ricky Berry,1989,1989,F,6-8,205.0,"October 6, 1964","Oregon State, San Jose State"
338,162,Walter Berry,1987,1989,F,6-8,215.0,"May 14, 1964",St. John's
339,163,Dairis Bertāns,2019,2019,G,6-4,200.0,"September 9, 1989",
340,164,Dāvis Bertāns,2017,2023,F,6-10,225.0,"November 12, 1992",
341,165,Del Beshore,1979,1980,G,5-11,165.0,"November 29, 1956",California University of Pennslyvania
342,166,Travis Best,1996,2005,G,5-11,182.0,"July 12, 1972",Georgia Tech
343,167,Patrick Beverley,2013,2023,G,6-1,180.0,"July 12, 1988",Arkansas
344,168,Saddiq Bey,2021,2023,F,6-7,215.0,"April 9, 1999",Villanova
345,169,Tyler Bey,2021,2021,F,6-7,215.0,"February 10, 1998",Colorado
346,170,Sim Bhullar,2015,2015,C,7-5,360.0,"December 2, 1992",New Mexico State
347,171,Wes Bialosuknia,1968,1968,G,6-2,185.0,"June 8, 1945",UConn
348,172,Al Bianchi,1957,1966,G,6-3,185.0,"March 26, 1932",Bowling Green
349,173,Hank Biasatti,1947,1947,G,5-11,175.0,"January 14, 1922",Long Island University
350,174,Henry Bibby,1973,1981,G,6-1,185.0,"November 24, 1949",UCLA
351,175,Mike Bibby,1999,2012,G,6-1,190.0,"May 13, 1978",Arizona
352,176,Ed Biedenbach,1969,1969,G,6-1,175.0,"August 12, 1945",NC State
353,177,Andris Biedriņš,2005,2014,C,6-11,240.0,"April 2, 1986",
354,178,Don Bielke,1956,1956,C,6-7,240.0,"May 10, 1932",Valparaiso
355,179,Bob Bigelow,1976,1979,F-G,6-7,215.0,"December 26, 1953",Penn
356,180,Lionel Billingy,1975,1975,F-C,6-9,215.0,"August 31, 1952",Duquesne
357,181,Chauncey Billups,1998,2014,G,6-3,202.0,"September 25, 1976",Colorado
358,182,Dave Bing*,1967,1978,G,6-3,180.0,"November 24, 1943",Syracuse
359,183,Joe Binion,1987,1987,F,6-8,235.0,"March 26, 1961",North Carolina A&T
360,184,Khem Birch,2018,2023,C-F,6-9,233.0,"September 28, 1992","Pitt, UNLV"
361,185,Jabari Bird,2018,2018,G,6-6,198.0,"July 3, 1994",California
362,186,Jerry Bird,1959,1959,F,6-6,210.0,"February 2, 1935",Kentucky
363,187,Larry Bird*,1980,1992,F,6-9,220.0,"December 7, 1956",Indiana State University
364,188,Otis Birdsong,1978,1989,G,6-3,190.0,"December 9, 1955",Houston
365,189,Gale Bishop,1949,1949,F,6-3,195.0,"June 4, 1922",Washington State
366,190,Goga Bitadze,2020,2023,C,6-11,250.0,"July 20, 1999",
367,191,Bismack Biyombo,2012,2023,C-F,6-8,255.0,"August 28, 1992",
368,192,Nemanja Bjelica,2016,2022,F,6-10,234.0,"May 9, 1988",
369,193,Uwe Blab,1986,1990,C,7-1,252.0,"March 26, 1962",Indiana
370,194,Charlie Black,1949,1952,F-C,6-5,200.0,"June 15, 1921",Kansas
371,195,Norman Black,1981,1981,G,6-5,185.0,"November 12, 1957",Saint Joseph's
372,196,Tarik Black,2015,2018,C-F,6-9,250.0,"November 22, 1991","Memphis, Kansas"
373,197,Tom Black,1971,1971,C,6-10,220.0,"July 9, 1941",South Dakota State
374,198,Rolando Blackman,1982,1994,G,6-6,190.0,"February 26, 1959",Kansas State
375,199,Alex Blackwell,1993,1993,F,6-6,250.0,"June 27, 1970",Monmouth University
376,200,Cory Blackwell,1985,1985,F,6-6,210.0,"March 27, 1963",Wisconsin
377,201,James Blackwell,1995,1995,G,6-0,190.0,"February 25, 1968",Dartmouth College
378,202,Nate Blackwell,1988,1988,G,6-4,170.0,"February 15, 1965",Temple
379,203,DeJuan Blair,2010,2016,F-C,6-7,270.0,"April 22, 1989",Pitt
380,204,Steve Blake,2004,2016,G,6-3,172.0,"February 26, 1980",Maryland
381,205,Antonio Blakeney,2018,2019,G,6-4,192.0,"October 4, 1996",LSU
382,206,Will Blalock,2007,2007,G,6-0,205.0,"September 8, 1983",Iowa State
383,207,George Blaney,1962,1962,G,6-1,175.0,"November 12, 1939",Holy Cross
384,208,Lance Blanks,1991,1993,G,6-4,190.0,"September 9, 1966","Virginia, Texas"
385,209,Ricky Blanton,1993,1993,F,6-7,215.0,"April 21, 1966",LSU
386,210,Andray Blatche,2006,2014,F,6-11,235.0,"August 22, 1986",
387,211,Mookie Blaylock,1990,2002,G,6-0,180.0,"March 20, 1967","Midland College, Oklahoma"
388,212,Eric Bledsoe,2011,2022,G,6-1,214.0,"December 9, 1989",Kentucky
389,213,Keljin Blevins,2021,2022,F,6-4,200.0,"November 24, 1995","Southern Miss, Montana State"
390,214,Leon Blevins,1951,1951,G,6-2,160.0,"June 25, 1926",Arizona
391,215,John Block,1967,1976,F-C,6-9,207.0,"April 16, 1944",USC
392,216,Mike Bloom,1948,1949,F-C,6-6,190.0,"January 14, 1915",Temple
393,217,Jaron Blossomgame,2019,2019,F,6-8,220.0,"September 16, 1993",Clemson
394,218,Corie Blount,1994,2004,F,6-9,240.0,"January 4, 1969",Cincinnati
395,219,Mark Blount,2001,2009,C,7-0,230.0,"November 30, 1975",Pitt
396,220,Vander Blue,2014,2018,G,6-4,200.0,"July 17, 1992",Marquette
397,221,Ray Blume,1982,1982,G,6-4,185.0,"September 23, 1958",Oregon State
398,222,Nelson Bobb,1950,1953,G,6-0,170.0,"February 25, 1924",Temple
399,223,Tony Bobbitt,2005,2005,G,6-4,190.0,"October 22, 1979",Cincinnati
400,224,Bucky Bockhorn,1959,1965,G,6-4,200.0,"July 8, 1933",Dayton
401,225,Buddy Boeheim,2023,2023,G,6-6,205.0,"November 11, 1999",Syracuse
402,226,Tom Boerwinkle,1969,1978,C,7-0,265.0,"August 23, 1945",Tennessee
403,227,Keith Bogans,2004,2014,G-F,6-5,215.0,"May 12, 1980",Kentucky
404,228,Bogdan Bogdanović,2018,2023,G,6-6,220.0,"August 18, 1992",
405,229,Bojan Bogdanović,2015,2023,G-F,6-7,226.0,"April 18, 1989",
406,230,Muggsy Bogues,1988,2001,G,5-3,136.0,"January 9, 1965",Wake Forest
407,231,Andrew Bogut,2006,2019,C,7-0,260.0,"November 28, 1984",Utah
408,232,Etdrick Bohannon,1998,2001,F,6-9,220.0,"May 29, 1973","Arizona, Tennessee, Auburn University at Montgomery"
409,233,Bol Bol,2020,2023,F-C,7-2,220.0,"November 16, 1999",Oregon
410,234,Manute Bol,1986,1995,C,7-7,200.0,"October 16, 1962",University of Bridgeport
411,235,Jonah Bolden,2019,2020,F,6-8,220.0,"January 2, 1996",UCLA
412,236,Marques Bolden,2020,2021,C,6-10,249.0,"April 17, 1998",Duke
413,237,Bill Bolger,1954,1954,F,6-5,205.0,"August 21, 1931",Georgetown
414,238,Leandro Bolmaro,2022,2023,F,6-6,200.0,"September 11, 2000",
415,239,Joel Bolomboy,2017,2018,F,6-9,235.0,"January 28, 1994",Weber State
416,240,Doug Bolstorff,1958,1958,G,6-4,195.0,"October 29, 1931",Minnesota
417,241,George Bon Salle,1962,1962,F,6-8,220.0,"July 1, 1935",Illinois
418,242,Phil Bond,1978,1978,G,6-2,175.0,"July 27, 1954",Louisville
419,243,Walter Bond,1993,1995,G,6-5,200.0,"February 1, 1969",Minnesota
420,244,Jordan Bone,2020,2021,G,6-2,180.0,"November 5, 1997",Tennessee
421,245,Dexter Boney,1997,1997,G,6-4,185.0,"April 27, 1970",UNLV
422,246,Isaac Bonga,2019,2022,G,6-8,180.0,"November 8, 1999",
423,247,Ron Bonham,1965,1968,F,6-5,192.0,"May 31, 1942",Cincinnati
424,248,Anthony Bonner,1991,1996,F,6-8,215.0,"June 8, 1968",Saint Louis
425,249,Matt Bonner,2005,2016,F,6-10,235.0,"April 5, 1980",Florida
426,250,Butch Booker,1970,1970,C,6-10,230.0,"July 20, 1945",Cheyney (PA)
427,251,Devin Booker,2016,2023,G,6-5,206.0,"October 30, 1996",Kentucky
428,252,Melvin Booker,1996,1997,G,6-2,185.0,"August 20, 1972",Missouri
429,253,Trevor Booker,2011,2018,F,6-8,228.0,"November 25, 1987",Clemson
430,254,Josh Boone,2007,2010,F-C,6-10,237.0,"November 21, 1984",UConn
431,255,Ron Boone,1969,1981,G-F,6-2,200.0,"September 6, 1946","Iowa Western Community College, Clarinda Campus, Idaho State University"
432,256,Calvin Booth,2000,2009,C,6-11,230.0,"May 7, 1976",Penn State
433,257,Keith Booth,1998,1999,F,6-6,226.0,"October 9, 1974",Maryland
434,258,Bob Boozer,1961,1971,F,6-8,215.0,"April 26, 1937",Kansas State
435,259,Carlos Boozer,2003,2015,F-C,6-9,258.0,"November 20, 1981",Duke
436,260,Curtis Borchardt,2004,2005,C,7-0,240.0,"September 13, 1980",Stanford
437,261,Jake Bornheimer,1949,1950,F-C,6-5,200.0,"June 29, 1927",Muhlenberg College
438,262,Lazaro Borrell,2000,2000,F,6-8,220.0,"September 20, 1972",
439,263,Ike Borsavage,1951,1951,C-F,6-8,220.0,"July 25, 1924",Temple
440,264,Vince Boryla,1950,1954,F,6-5,210.0,"March 11, 1927",Denver
441,265,Chris Bosh*,2004,2016,F-C,6-11,235.0,"March 24, 1984",Georgia Tech
442,266,Jim Bostic,1978,1978,F,6-7,225.0,"January 28, 1953",New Mexico State
443,267,Brandon Boston Jr.,2022,2023,G-F,6-7,185.0,"November 28, 2001",Kentucky
444,268,Lawrence Boston,1980,1980,F,6-8,225.0,"May 18, 1956","Vincennes University, Maryland"
445,269,Tom Boswell,1976,1984,F-C,6-9,220.0,"October 2, 1953","South Carolina State, South Carolina"
446,270,Chris Boucher,2018,2023,F,6-9,200.0,"January 11, 1993",Oregon
447,271,James Bouknight,2022,2023,G,6-5,190.0,"September 18, 2000",UConn
448,272,Ruben Boumtje-Boumtje,2002,2004,C,7-0,257.0,"May 20, 1978",Georgetown
449,273,Jamaree Bouyea,2023,2023,G,6-2,180.0,"June 27, 1999",San Francisco
450,274,Don Boven,1950,1953,F-G,6-4,210.0,"March 6, 1925",Western Michigan
451,275,Cal Bowdler,2000,2002,F,6-10,245.0,"March 31, 1977",Old Dominion
452,276,Brian Bowen,2020,2021,F,6-6,190.0,"October 2, 1998",
453,277,Bruce Bowen,1997,2009,F,6-7,185.0,"June 14, 1971",Cal State Fullerton
454,278,Ryan Bowen,2000,2010,F,6-7,215.0,"November 20, 1975",Iowa
455,279,Tommie Bowens,1968,1970,F-C,6-8,220.0,"July 7, 1940",Grambling State University
456,280,Anthony Bowie,1989,1998,G-F,6-6,190.0,"November 9, 1963",Oklahoma
457,281,Sam Bowie,1985,1995,C-F,7-1,235.0,"March 17, 1961",Kentucky
458,282,Orb Bowling,1968,1968,C,6-10,215.0,"March 21, 1939",Tennessee
459,283,Ira Bowman,2000,2002,G,6-5,195.0,"June 11, 1973","Providence, Penn"
460,284,Ky Bowman,2020,2020,G,6-1,187.0,"June 16, 1997",Boston College
461,285,Nate Bowman,1967,1972,C,6-10,230.0,"March 19, 1943",Wichita State
462,286,Donnie Boyce,1996,1997,G,6-5,196.0,"September 2, 1973",Colorado
463,287,Dennis Boyd,1979,1979,G,6-1,175.0,"May 21, 1954",Detroit Mercy
464,288,Freddie Boyd,1973,1978,G,6-2,180.0,"June 13, 1950",Oregon State
465,289,Ken Boyd,1975,1975,F,6-5,195.0,"March 25, 1952",Boston University
466,290,Earl Boykins,1999,2012,G,5-5,135.0,"June 2, 1976",Eastern Michigan
467,291,Harry Boykoff,1950,1951,C,6-10,225.0,"July 24, 1922",St. John's
468,292,Winford Boynes,1979,1981,G-F,6-6,185.0,"May 17, 1957",San Francisco
469,293,Cedric Bozeman,2007,2007,G,6-6,207.0,"March 7, 1983",UCLA
470,294,Steve Bracey,1973,1975,G,6-1,175.0,"August 1, 1950",Tulsa
471,295,Craig Brackins,2011,2012,F,6-10,230.0,"October 9, 1987",Iowa State
472,296,Gary Bradds,1965,1971,F,6-8,210.0,"July 26, 1942",Ohio State
473,297,Alex Bradley,1982,1982,F,6-6,215.0,"October 30, 1959",Villanova
474,298,Alonzo Bradley,1978,1980,F,6-6,190.0,"October 16, 1953",Texas Southern
475,299,Avery Bradley,2011,2022,G,6-3,180.0,"November 26, 1990",Texas
476,300,Bill Bradley,1968,1968,G,5-11,165.0,"June 16, 1941",Tennessee State
477,301,Bill Bradley*,1968,1977,F-G,6-5,205.0,"July 28, 1943",Princeton
478,302,Charles Bradley,1982,1984,G,6-5,215.0,"May 16, 1959",Wyoming
479,303,Dudley Bradley,1980,1989,G-F,6-6,195.0,"March 19, 1957",UNC
480,304,Jim Bradley,1974,1976,F,6-8,215.0,"March 16, 1952",Northern Illinois
481,305,Joe Bradley,1950,1950,G,6-3,175.0,"September 24, 1928",Oklahoma State
482,306,Michael Bradley,2002,2006,F-C,6-10,245.0,"April 18, 1979","Kentucky, Villanova"
483,307,Shawn Bradley,1994,2005,C,7-6,235.0,"March 22, 1972",BYU
484,308,Tony Bradley,2018,2023,F-C,6-10,248.0,"January 8, 1998",UNC
485,309,Mark Bradtke,1997,1997,C-F,6-10,265.0,"September 27, 1968",
486,310,Marques Bragg,1996,1996,F,6-8,230.0,"March 24, 1970",Providence
487,311,Torraye Braggs,2004,2005,F,6-8,245.0,"May 15, 1976",Xavier
488,312,A.J. Bramlett,2000,2000,C,6-10,227.0,"January 10, 1977",Arizona
489,313,Adrian Branch,1987,1990,F-G,6-7,185.0,"November 17, 1963",Maryland
490,314,Elton Brand,2000,2016,F-C,6-9,275.0,"March 11, 1979",Duke
491,315,Terrell Brandon,1992,2002,G,5-11,180.0,"May 20, 1970",Oregon
492,316,Malaki Branham,2023,2023,G,6-5,180.0,"May 12, 2003",Ohio State
493,317,Bob Brannum,1950,1955,F-C,6-5,215.0,"May 28, 1926","Kentucky, Michigan State"
494,318,Brad Branson,1982,1983,C-F,6-10,220.0,"September 24, 1958",SMU
495,319,Jesse Branson,1966,1968,F,6-7,195.0,"January 7, 1942",Elon University
496,320,Jarrell Brantley,2020,2023,F,6-5,250.0,"June 7, 1996",College of Charleston
497,321,Jim Brasco,1953,1953,G,6-1,170.0,"February 3, 1931",NYU
498,322,Mike Bratz,1978,1986,G,6-2,185.0,"October 17, 1955",Stanford
499,323,Carl Braun*,1948,1962,G-F,6-5,180.0,"September 25, 1927",Colgate
500,324,Christian Braun,2023,2023,G,6-7,218.0,"April 17, 2001",Kansas
501,325,Ignas Brazdeikis,2020,2022,F,6-6,221.0,"January 8, 1999",Michigan
502,326,Tim Breaux,1995,1998,F,6-7,215.0,"September 19, 1970",Wyoming
503,327,J.R. Bremer,2003,2004,G,6-2,185.0,"September 19, 1980",St. Bonaventure
504,328,Pete Brennan,1959,1959,F,6-6,205.0,"September 23, 1936",UNC
505,329,Tom Brennan,1955,1955,F,6-3,195.0,"August 6, 1930",Villanova
506,330,Randy Breuer,1984,1994,C,7-3,230.0,"October 11, 1960",Minnesota
507,331,Corey Brewer,2008,2020,F-G,6-9,186.0,"March 5, 1986",Florida
508,332,Jamison Brewer,2002,2005,G,6-4,184.0,"November 19, 1980",Auburn
509,333,Jim Brewer,1974,1982,F-C,6-9,210.0,"December 3, 1951",Minnesota
510,334,Ron Brewer,1979,1986,G,6-4,180.0,"July 16, 1955",Arkansas
511,335,Ronnie Brewer,2007,2014,G-F,6-7,220.0,"March 20, 1985",Arkansas
512,336,Primož Brezec,2002,2010,C,7-2,252.0,"October 2, 1979",
513,337,Frankie Brian,1950,1956,G,6-1,180.0,"May 1, 1923",LSU
514,338,Frank Brickowski,1985,1997,F-C,6-9,240.0,"August 14, 1959",Penn State
515,339,Junior Bridgeman,1976,1987,F-G,6-5,210.0,"September 17, 1953",Louisville
516,340,Bill Bridges,1963,1975,F-C,6-6,228.0,"April 4, 1939",Kansas
517,341,Mikal Bridges,2019,2023,F-G,6-6,209.0,"August 30, 1996",Villanova
518,342,Miles Bridges,2019,2022,G-F,6-6,225.0,"March 21, 1998",Michigan State
519,343,Al Brightman,1947,1947,F,6-2,195.0,"September 22, 1923",University of Charleston
520,344,Amida Brimah,2021,2021,C,6-10,230.0,"February 11, 1994",UConn
521,345,Aud Brindley,1947,1947,F,6-4,175.0,"December 31, 1923",Dartmouth College
522,346,Isaiah Briscoe,2019,2019,G,6-3,215.0,"April 13, 1996",Kentucky
523,347,John Brisker,1970,1975,F-G,6-5,210.0,"June 15, 1947",Toledo
524,348,Oshae Brissett,2020,2023,F,6-7,210.0,"June 20, 1998",Syracuse
525,349,Allan Bristow,1974,1983,F-G,6-7,210.0,"August 23, 1951",Virginia Tech
526,350,Tyrone Britt,1968,1968,G,6-4,190.0,"April 18, 1944",Johnson C. Smith University
527,351,Wayman Britt,1978,1978,G,6-2,185.0,"August 31, 1952",Michigan
528,352,Mike Brittain,1986,1987,C,7-0,235.0,"June 21, 1963",South Carolina
529,353,Dave Britton,1981,1981,G,6-4,180.0,"August 29, 1958",Texas A&M
530,354,Jon Brockman,2010,2012,F,6-7,255.0,"March 20, 1987",Washington
531,355,Ryan Broekhoff,2019,2020,F,6-6,215.0,"August 23, 1990",Valparaiso
532,356,Jim Brogan,1982,1983,G,6-4,185.0,"February 24, 1958",West Virginia Wesleyan College
533,357,Malcolm Brogdon,2017,2023,G,6-5,229.0,"December 11, 1992",Virginia
534,358,Gary Brokaw,1975,1978,G,6-4,178.0,"January 11, 1954",Notre Dame
535,359,Price Brookfield,1949,1950,F-G,6-4,185.0,"May 11, 1920",West Texas A&M University
536,360,Clarence Brookins,1971,1971,F,6-4,190.0,,Temple
537,361,Aaron Brooks,2008,2018,G,6-0,161.0,"January 14, 1985",Oregon
538,362,Armoni Brooks,2021,2022,G,6-3,195.0,"June 5, 1998",Houston
539,363,Dillon Brooks,2018,2023,F-G,6-7,225.0,"January 22, 1996",Oregon
540,364,Kevin Brooks,1992,1994,F,6-6,200.0,"October 12, 1969",Louisiana
541,365,MarShon Brooks,2012,2019,G-F,6-5,200.0,"January 26, 1989",Providence
542,366,Michael Brooks,1981,1988,F,6-7,220.0,"August 17, 1958",La Salle
543,367,Scott Brooks,1989,1998,G,5-11,165.0,"July 31, 1965","TCU, University of California, Irvine"
544,368,Andre Brown,2007,2009,F,6-9,245.0,"May 12, 1981",DePaul
545,369,Anthony Brown,2016,2018,F-G,6-7,210.0,"October 10, 1992",Stanford
546,370,Bob Brown,1949,1950,F,6-4,205.0,"November 12, 1923",Miami University
547,371,Bobby Brown,2009,2018,G,6-2,175.0,"September 24, 1984",Cal State Fullerton
548,372,Bruce Brown,2019,2023,G,6-4,202.0,"August 15, 1996",Miami (FL)
549,373,Charlie Brown Jr.,2020,2022,G,6-6,199.0,"February 2, 1997",Saint Joseph's
550,374,Chaundee Brown Jr.,2022,2022,G-F,6-5,215.0,"December 4, 1998","Wake Forest, Michigan"
551,375,Chucky Brown,1990,2002,F,6-7,214.0,"February 29, 1968",NC State
552,376,Damone Brown,2002,2005,F,6-9,200.0,"June 28, 1979",Syracuse
553,377,Darrel Brown,1949,1949,F,6-2,175.0,"March 14, 1923",Humboldt State University
554,378,Dee Brown,1991,2002,G,6-1,160.0,"November 29, 1968",Jacksonville University
555,379,Dee Brown,2007,2009,G,6-0,185.0,"August 17, 1984",Illinois
556,380,Derrick Brown,2010,2012,F,6-7,225.0,"September 8, 1987",Xavier
557,381,Devin Brown,2003,2010,G,6-5,220.0,"December 30, 1978",Texas-San Antonio
558,382,Ernest Brown,2002,2002,C,7-0,244.0,"May 17, 1979",Indian Hills Community College
559,383,Fred Brown,1972,1984,G,6-3,182.0,"August 7, 1948",Iowa
560,384,George Brown,1958,1958,F,6-6,190.0,"October 30, 1935",Wayne State University
561,385,Gerald Brown,1999,1999,G,6-4,210.0,"July 28, 1975",Pepperdine
562,386,Greg Brown III,2022,2023,F,6-9,205.0,"September 1, 2001",Texas
563,387,Harold Brown,1947,1947,G,6-0,155.0,"October 2, 1923",University of Evansville
564,388,Jabari Brown,2015,2015,G,6-4,215.0,"December 18, 1992","Oregon, Missouri"
565,389,Jaylen Brown,2017,2023,F-G,6-6,223.0,"October 24, 1996",California
566,390,John Brown,1974,1980,F,6-7,220.0,"December 14, 1951",Missouri
567,391,Kedrick Brown,2002,2005,G,6-7,222.0,"March 18, 1981",Okaloosa-Walton Community College
568,392,Kendall Brown,2023,2023,G-F,6-8,205.0,"May 11, 2003",Baylor
569,393,Kwame Brown,2002,2013,F,6-11,270.0,"March 10, 1982",
570,394,Larry Brown*,1968,1972,G,5-9,160.0,"September 14, 1940",UNC
571,395,Leon Brown,1947,1947,F,6-3,190.0,"October 12, 1919",Wyoming
572,396,Lewis Brown,1981,1981,C,6-11,225.0,"February 19, 1955",UNLV
573,397,Lorenzo Brown,2014,2019,G,6-5,189.0,"August 26, 1990",NC State
574,398,Marcus Brown,1997,2000,G,6-3,185.0,"April 3, 1974",Murray State
575,399,Markel Brown,2015,2018,G,6-3,190.0,"January 29, 1992",Oklahoma State
576,400,Mike Brown,1987,1997,C-F,6-9,257.0,"July 19, 1963",George Washington
577,401,Moses Brown,2020,2023,C,7-2,245.0,"October 13, 1999",UCLA
578,402,Myron Brown,1992,1992,G,6-3,180.0,"November 3, 1969",Slippery Rock University of Pennsylvania
579,403,P.J. Brown,1994,2008,F-C,6-11,225.0,"October 14, 1969",Louisiana Tech
580,404,Randy Brown,1992,2003,G,6-2,190.0,"May 22, 1968","Houston, New Mexico State"
581,405,Raymond Brown,1990,1990,F,6-8,220.0,"July 5, 1965","Mississippi State, Idaho"
582,406,Rickey Brown,1981,1985,C-F,6-10,215.0,"August 20, 1958",Mississippi State
583,407,Roger Brown*,1968,1975,F-G,6-5,205.0,"May 22, 1942",Dayton
584,408,Roger Brown,1973,1980,C,6-11,225.0,"February 23, 1950",Kansas
585,409,Shannon Brown,2007,2015,G,6-4,205.0,"November 29, 1985",Michigan State
586,410,Stan Brown,1948,1952,F,6-3,200.0,"June 27, 1929",
587,411,Sterling Brown,2018,2023,G,6-5,219.0,"February 10, 1995",SMU
588,412,Tierre Brown,2002,2005,G,6-2,189.0,"June 3, 1979",McNeese State University
589,413,Tony Brown,1985,1992,F-G,6-6,185.0,"July 29, 1960",Arkansas
590,414,Troy Brown Jr.,2019,2023,G-F,6-6,215.0,"July 28, 1999",Oregon
591,415,Jim Browne,1949,1950,C,6-10,235.0,"January 1, 1930",
592,416,Stanley Brundy,1990,1990,F,6-6,210.0,"November 13, 1967",DePaul
593,417,Brian Brunkhorst,1969,1969,F,6-6,208.0,"June 12, 1945",Marquette
594,418,George Bruns,1973,1973,G,6-0,160.0,"August 30, 1946",Manhattan College
595,419,Jalen Brunson,2019,2023,G,6-1,190.0,"August 31, 1996",Villanova
596,420,Rick Brunson,1998,2006,G,6-4,190.0,"June 14, 1972",Temple
597,421,Nicolás Brussino,2017,2018,G-F,6-7,195.0,"March 2, 1993",
598,422,Elijah Bryant,2021,2021,G,6-5,210.0,"April 19, 1995","Elon University, BYU"
599,423,Em Bryant,1965,1972,G,6-1,175.0,"November 4, 1938",DePaul
600,424,Joe Bryant,1976,1983,F-C,6-9,185.0,"October 19, 1954",La Salle
601,425,Kobe Bryant*,1997,2016,G-F,6-6,212.0,"August 23, 1978",
602,426,Mark Bryant,1989,2003,F-C,6-9,245.0,"April 25, 1965",Seton Hall
603,427,Thomas Bryant,2018,2023,C,6-10,248.0,"July 31, 1997",Indiana
